Lan,Datum,Uppskattning,Low_CI,High_CI
Östergötland,2020-06-06,0.55,0.3,0.97
Uppsala,2020-06-06,0.57,0.33,0.93
Västernorrland,2020-06-06,0.44,0.17,1.02
Örebro,2020-06-06,0.61,0.28,1.23
Jämtland,2020-06-06,0.49,0.14,1.36
Södermanland,2020-06-06,0.54,0.22,1.24
Gotland,2020-06-06,0.57,0.07,2.5
Värmland,2020-06-06,0.49,0.21,1.03
Blekinge,2020-06-06,0.45,0.16,1.13
Skåne,2020-06-07,0.38,0.31,0.48
Dalarna,2020-06-07,0.52,0.23,1.12
Västra Götaland,2020-06-07,0.5,0.39,0.64
Kronoberg,2020-06-07,0.4,0.14,0.98
Västerbotten,2020-06-07,0.45,0.18,1.02
Stockholm,2020-06-07,0.64,0.53,0.77
Norrbotten,2020-06-07,0.43,0.15,1.11
Västmanland,2020-06-07,0.43,0.18,0.95
Jönköping,2020-06-07,0.52,0.27,0.95
Kalmar,2020-06-07,0.38,0.14,0.97
Gävleborg,2020-06-07,0.6,0.3,1.18
Halland,2020-06-07,0.45,0.23,0.85
Östergötland,2020-06-07,0.52,0.28,0.93
Uppsala,2020-06-07,0.51,0.29,0.86
Västernorrland,2020-06-07,0.46,0.18,1.04
Örebro,2020-06-07,0.59,0.27,1.19
Jämtland,2020-06-07,0.51,0.16,1.39
Södermanland,2020-06-07,0.57,0.25,1.28
Gotland,2020-06-07,0.5,0.06,2.33
Värmland,2020-06-07,0.48,0.2,1.01
Blekinge,2020-06-07,0.42,0.14,1.07
Skåne,2020-06-08,0.38,0.3,0.48
Dalarna,2020-06-08,0.56,0.27,1.17
Västra Götaland,2020-06-08,0.47,0.37,0.61
Kronoberg,2020-06-08,0.42,0.15,1
Västerbotten,2020-06-08,0.45,0.18,1
Stockholm,2020-06-08,0.65,0.54,0.78
Norrbotten,2020-06-08,0.46,0.16,1.13
Västmanland,2020-06-08,0.48,0.21,1.02
Jönköping,2020-06-08,0.53,0.27,0.96
Kalmar,2020-06-08,0.41,0.15,1
Gävleborg,2020-06-08,0.58,0.28,1.15
Halland,2020-06-08,0.44,0.22,0.84
Östergötland,2020-06-08,0.6,0.33,1.04
Uppsala,2020-06-08,0.51,0.29,0.87
Västernorrland,2020-06-08,0.47,0.19,1.06
Örebro,2020-06-08,0.57,0.27,1.16
Jämtland,2020-06-08,0.4,0.12,1.2
Södermanland,2020-06-08,0.59,0.26,1.28
Gotland,2020-06-08,0.38,0.02,2.17
Värmland,2020-06-08,0.52,0.23,1.07
Blekinge,2020-06-08,0.46,0.16,1.16
Skåne,2020-06-09,0.38,0.3,0.48
Dalarna,2020-06-09,0.53,0.26,1.12
Västra Götaland,2020-06-09,0.48,0.37,0.62
Kronoberg,2020-06-09,0.42,0.15,1.02
Västerbotten,2020-06-09,0.47,0.19,1.03
Stockholm,2020-06-09,0.62,0.51,0.75
Norrbotten,2020-06-09,0.47,0.16,1.16
Västmanland,2020-06-09,0.49,0.22,1.04
Jönköping,2020-06-09,0.5,0.25,0.93
Gävleborg,2020-06-09,0.59,0.28,1.17
Halland,2020-06-09,0.44,0.22,0.84
Östergötland,2020-06-09,0.57,0.31,0.99
Västernorrland,2020-06-09,0.48,0.2,1.08
Örebro,2020-06-09,0.54,0.25,1.11
Kalmar,2020-06-09,0.4,0.14,1.02
Jämtland,2020-06-09,0.4,0.11,1.21
Uppsala,2020-06-09,0.48,0.27,0.82
Södermanland,2020-06-09,0.62,0.27,1.35
Gotland,2020-06-09,0.5,0.05,2.38
Värmland,2020-06-09,0.52,0.23,1.07
Blekinge,2020-06-09,0.48,0.17,1.16
Skåne,2020-06-10,0.38,0.3,0.48
Dalarna,2020-06-10,0.55,0.26,1.14
Västra Götaland,2020-06-10,0.47,0.36,0.6
Kronoberg,2020-06-10,0.43,0.15,1.02
Västerbotten,2020-06-10,0.45,0.18,1.01
Stockholm,2020-06-10,0.62,0.51,0.75
Norrbotten,2020-06-10,0.49,0.18,1.19
Västmanland,2020-06-10,0.47,0.21,1.02
Jönköping,2020-06-10,0.51,0.26,0.96
Gävleborg,2020-06-10,0.53,0.24,1.08
Halland,2020-06-10,0.42,0.21,0.81
Östergötland,2020-06-10,0.59,0.32,1.01
Västernorrland,2020-06-10,0.46,0.18,1.05
Örebro,2020-06-10,0.54,0.24,1.12
Kalmar,2020-06-10,0.45,0.16,1.1
Jämtland,2020-06-10,0.42,0.13,1.23
Uppsala,2020-06-10,0.47,0.26,0.81
Södermanland,2020-06-10,0.55,0.23,1.25
Gotland,2020-06-10,0.39,0.03,2.28
Värmland,2020-06-10,0.49,0.21,1.02
Blekinge,2020-06-10,0.47,0.17,1.16
Skåne,2020-06-11,0.37,0.29,0.47
Dalarna,2020-06-11,0.5,0.23,1.08
Västra Götaland,2020-06-11,0.46,0.36,0.6
Kronoberg,2020-06-11,0.42,0.15,1
Västerbotten,2020-06-11,0.45,0.18,1.01
Stockholm,2020-06-11,0.61,0.51,0.74
Norrbotten,2020-06-11,0.48,0.17,1.18
Västmanland,2020-06-11,0.49,0.21,1.06
Jönköping,2020-06-11,0.47,0.23,0.9
Gävleborg,2020-06-11,0.56,0.26,1.14
Halland,2020-06-11,0.44,0.22,0.83
Östergötland,2020-06-11,0.57,0.31,1
Västernorrland,2020-06-11,0.46,0.18,1.05
Örebro,2020-06-11,0.48,0.19,1.06
Kalmar,2020-06-11,0.44,0.16,1.08
Jämtland,2020-06-11,0.44,0.14,1.26
Uppsala,2020-06-11,0.51,0.29,0.86
Södermanland,2020-06-11,0.56,0.24,1.26
Gotland,2020-06-11,0.41,0.03,2.37
Värmland,2020-06-11,0.49,0.21,1.03
Blekinge,2020-06-11,0.52,0.19,1.23
Skåne,2020-06-12,0.36,0.28,0.46
Dalarna,2020-06-12,0.53,0.25,1.15
Västra Götaland,2020-06-12,0.45,0.35,0.59
Kronoberg,2020-06-12,0.42,0.15,1
Västerbotten,2020-06-12,0.44,0.17,1.01
Stockholm,2020-06-12,0.6,0.49,0.72
Norrbotten,2020-06-12,0.47,0.17,1.17
Västmanland,2020-06-12,0.46,0.19,1.03
Jönköping,2020-06-12,0.48,0.24,0.92
Gävleborg,2020-06-12,0.55,0.26,1.14
Halland,2020-06-12,0.42,0.21,0.81
Östergötland,2020-06-12,0.54,0.28,0.96
Västernorrland,2020-06-12,0.5,0.2,1.12
Örebro,2020-06-12,0.44,0.18,1
Kalmar,2020-06-12,0.47,0.18,1.1
Jämtland,2020-06-12,0.42,0.13,1.24
Uppsala,2020-06-12,0.49,0.28,0.84
Södermanland,2020-06-12,0.56,0.23,1.27
Gotland,2020-06-12,0.45,0.05,2.28
Värmland,2020-06-12,0.45,0.18,1
Blekinge,2020-06-12,0.44,0.15,1.12
Skåne,2020-06-13,0.37,0.29,0.47
Dalarna,2020-06-13,0.58,0.27,1.22
Västra Götaland,2020-06-13,0.46,0.36,0.6
Kronoberg,2020-06-13,0.43,0.16,1.02
Västerbotten,2020-06-13,0.48,0.2,1.05
Stockholm,2020-06-13,0.57,0.47,0.7
Norrbotten,2020-06-13,0.45,0.16,1.14
Västmanland,2020-06-13,0.46,0.19,1.03
Jönköping,2020-06-13,0.52,0.26,0.97
Gävleborg,2020-06-13,0.52,0.24,1.08
Halland,2020-06-13,0.39,0.19,0.78
Östergötland,2020-06-13,0.55,0.3,0.98
Västernorrland,2020-06-13,0.47,0.18,1.09
Örebro,2020-06-13,0.48,0.2,1.05
Kalmar,2020-06-13,0.47,0.17,1.12
Jämtland,2020-06-13,0.45,0.14,1.28
Uppsala,2020-06-13,0.49,0.27,0.85
Södermanland,2020-06-13,0.58,0.24,1.29
Gotland,2020-06-13,0.44,0.04,2.38
Värmland,2020-06-13,0.43,0.17,0.98
Blekinge,2020-06-13,0.43,0.14,1.11
Skåne,2020-06-14,0.36,0.28,0.45
Dalarna,2020-06-14,0.47,0.2,1.06
Västra Götaland,2020-06-14,0.44,0.34,0.58
Kronoberg,2020-06-14,0.37,0.12,0.95
Västerbotten,2020-06-14,0.39,0.14,0.95
Stockholm,2020-06-14,0.55,0.45,0.68
Norrbotten,2020-06-14,0.45,0.16,1.14
Västmanland,2020-06-14,0.45,0.18,1.03
Jönköping,2020-06-14,0.47,0.22,0.91
Gävleborg,2020-06-14,0.49,0.21,1.06
Halland,2020-06-14,0.39,0.19,0.79
Östergötland,2020-06-14,0.56,0.3,1
Västernorrland,2020-06-14,0.47,0.17,1.11
Örebro,2020-06-14,0.43,0.17,1
Kalmar,2020-06-14,0.41,0.13,1.06
Jämtland,2020-06-14,0.37,0.1,1.16
Uppsala,2020-06-14,0.45,0.24,0.81
Södermanland,2020-06-14,0.52,0.2,1.22
Gotland,2020-06-14,0.44,0.04,2.34
Värmland,2020-06-14,0.46,0.19,1.01
Blekinge,2020-06-14,0.39,0.11,1.06
Skåne,2020-06-15,0.35,0.27,0.45
Dalarna,2020-06-15,0.48,0.2,1.09
Kronoberg,2020-06-15,0.36,0.11,0.94
Västerbotten,2020-06-15,0.39,0.14,0.96
Stockholm,2020-06-15,0.55,0.45,0.68
Norrbotten,2020-06-15,0.43,0.15,1.12
Västmanland,2020-06-15,0.44,0.17,1.03
Jönköping,2020-06-15,0.43,0.2,0.87
Västra Götaland,2020-06-15,0.43,0.33,0.56
Gävleborg,2020-06-15,0.44,0.19,0.99
Halland,2020-06-15,0.36,0.16,0.75
Östergötland,2020-06-15,0.54,0.29,0.97
Örebro,2020-06-15,0.36,0.13,0.91
Kalmar,2020-06-15,0.37,0.11,1.02
Jämtland,2020-06-15,0.36,0.09,1.17
Uppsala,2020-06-15,0.44,0.24,0.79
Värmland,2020-06-15,0.48,0.2,1.04
Södermanland,2020-06-15,0.54,0.21,1.26
Västernorrland,2020-06-15,0.47,0.17,1.11
Gotland,2020-06-15,0.58,0.08,2.61
Blekinge,2020-06-15,0.44,0.15,1.12
Skåne,2020-06-16,0.35,0.28,0.45
Dalarna,2020-06-16,0.46,0.18,1.09
Kronoberg,2020-06-16,0.37,0.12,0.96
Västerbotten,2020-06-16,0.34,0.11,0.89
Stockholm,2020-06-16,0.54,0.44,0.66
Norrbotten,2020-06-16,0.4,0.14,1.08
Västmanland,2020-06-16,0.51,0.21,1.11
Jönköping,2020-06-16,0.49,0.23,0.94
Kalmar,2020-06-16,0.36,0.11,0.99
Västra Götaland,2020-06-16,0.44,0.34,0.58
Gävleborg,2020-06-16,0.44,0.19,1
Halland,2020-06-16,0.35,0.16,0.74
Östergötland,2020-06-16,0.53,0.28,0.97
Örebro,2020-06-16,0.4,0.15,0.96
Jämtland,2020-06-16,0.36,0.09,1.17
Uppsala,2020-06-16,0.46,0.25,0.81
Värmland,2020-06-16,0.44,0.18,0.98
Södermanland,2020-06-16,0.49,0.19,1.2
Västernorrland,2020-06-16,0.44,0.15,1.08
Gotland,2020-06-16,0.47,0.05,2.57
Blekinge,2020-06-16,0.47,0.16,1.18
Skåne,2020-06-17,0.33,0.26,0.43
Dalarna,2020-06-17,0.5,0.21,1.13
Kronoberg,2020-06-17,0.35,0.11,0.94
Västerbotten,2020-06-17,0.38,0.14,0.95
Stockholm,2020-06-17,0.54,0.44,0.66
Norrbotten,2020-06-17,0.43,0.16,1.12
Västmanland,2020-06-17,0.5,0.21,1.09
Jönköping,2020-06-17,0.47,0.23,0.93
Kalmar,2020-06-17,0.31,0.09,0.92
Västra Götaland,2020-06-17,0.42,0.32,0.55
Gävleborg,2020-06-17,0.46,0.2,1.01
Halland,2020-06-17,0.36,0.16,0.75
Östergötland,2020-06-17,0.56,0.3,1
Örebro,2020-06-17,0.4,0.15,0.97
Jämtland,2020-06-17,0.32,0.07,1.13
Uppsala,2020-06-17,0.44,0.23,0.79
Värmland,2020-06-17,0.45,0.18,1
Södermanland,2020-06-17,0.44,0.16,1.15
Västernorrland,2020-06-17,0.45,0.16,1.1
Gotland,2020-06-17,0.43,0.04,2.57
Blekinge,2020-06-17,0.42,0.13,1.13
Skåne,2020-06-18,0.33,0.25,0.42
Dalarna,2020-06-18,0.46,0.19,1.07
Kronoberg,2020-06-18,0.28,0.08,0.85
Stockholm,2020-06-18,0.51,0.41,0.63
Västra Götaland,2020-06-18,0.41,0.31,0.54
Norrbotten,2020-06-18,0.49,0.18,1.24
Västmanland,2020-06-18,0.54,0.24,1.13
Jönköping,2020-06-18,0.51,0.25,0.97
Kalmar,2020-06-18,0.29,0.08,0.91
Gävleborg,2020-06-18,0.44,0.19,0.99
Halland,2020-06-18,0.39,0.17,0.8
Östergötland,2020-06-18,0.52,0.26,0.95
Örebro,2020-06-18,0.44,0.17,1.01
Jämtland,2020-06-18,0.41,0.09,1.31
Uppsala,2020-06-18,0.44,0.23,0.8
Värmland,2020-06-18,0.45,0.18,1.01
Södermanland,2020-06-18,0.44,0.15,1.16
Västernorrland,2020-06-18,0.42,0.14,1.06
Västerbotten,2020-06-18,0.37,0.13,0.94
Gotland,2020-06-18,0.41,0.03,2.54
Blekinge,2020-06-18,0.48,0.16,1.23
Skåne,2020-06-19,0.33,0.25,0.43
Dalarna,2020-06-19,0.44,0.18,1.05
Västra Götaland,2020-06-19,0.4,0.3,0.53
Kronoberg,2020-06-19,0.3,0.09,0.87
Stockholm,2020-06-19,0.51,0.41,0.63
Norrbotten,2020-06-19,0.51,0.2,1.24
Västmanland,2020-06-19,0.49,0.21,1.07
Jönköping,2020-06-19,0.52,0.26,1
Kalmar,2020-06-19,0.33,0.11,0.95
Gävleborg,2020-06-19,0.45,0.2,1.02
Halland,2020-06-19,0.36,0.15,0.78
Östergötland,2020-06-19,0.51,0.25,0.94
Örebro,2020-06-19,0.46,0.19,1.05
Jämtland,2020-06-19,0.37,0.07,1.26
Uppsala,2020-06-19,0.45,0.24,0.81
Värmland,2020-06-19,0.45,0.18,1.02
Södermanland,2020-06-19,0.46,0.16,1.19
Västernorrland,2020-06-19,0.41,0.13,1.06
Västerbotten,2020-06-19,0.35,0.12,0.91
Gotland,2020-06-19,0.45,0.05,2.62
Blekinge,2020-06-19,0.48,0.16,1.22
Skåne,2020-06-20,0.32,0.24,0.42
Dalarna,2020-06-20,0.43,0.17,1.03
Västra Götaland,2020-06-20,0.4,0.29,0.53
Kronoberg,2020-06-20,0.28,0.08,0.84
Stockholm,2020-06-20,0.48,0.38,0.6
Norrbotten,2020-06-20,0.43,0.16,1.14
Västmanland,2020-06-20,0.46,0.19,1.03
Jönköping,2020-06-20,0.53,0.26,1.01
Kalmar,2020-06-20,0.3,0.09,0.93
Gävleborg,2020-06-20,0.45,0.19,1.01
Halland,2020-06-20,0.33,0.14,0.75
Östergötland,2020-06-20,0.5,0.25,0.94
Örebro,2020-06-20,0.42,0.16,0.99
Jämtland,2020-06-20,0.36,0.07,1.26
Uppsala,2020-06-20,0.42,0.22,0.78
Värmland,2020-06-20,0.46,0.18,1.03
Södermanland,2020-06-20,0.44,0.15,1.17
Västernorrland,2020-06-20,0.38,0.11,1.03
Västerbotten,2020-06-20,0.31,0.1,0.86
Gotland,2020-06-20,0.6,0.08,2.97
Blekinge,2020-06-20,0.41,0.13,1.13
Skåne,2020-06-21,0.3,0.23,0.4
Dalarna,2020-06-21,0.44,0.17,1.08
Västra Götaland,2020-06-21,0.39,0.29,0.53
Kronoberg,2020-06-21,0.28,0.07,0.85
Stockholm,2020-06-21,0.46,0.37,0.58
Norrbotten,2020-06-21,0.44,0.15,1.17
Västmanland,2020-06-21,0.52,0.22,1.12
Jönköping,2020-06-21,0.51,0.25,0.98
Kalmar,2020-06-21,0.33,0.09,1.01
Gävleborg,2020-06-21,0.47,0.19,1.03
Halland,2020-06-21,0.31,0.12,0.72
Östergötland,2020-06-21,0.49,0.24,0.93
Örebro,2020-06-21,0.39,0.14,0.97
Jämtland,2020-06-21,0.31,0.05,1.19
Uppsala,2020-06-21,0.41,0.21,0.77
Värmland,2020-06-21,0.43,0.17,1
Södermanland,2020-06-21,0.45,0.15,1.2
Västernorrland,2020-06-21,0.38,0.12,1.02
Västerbotten,2020-06-21,0.34,0.12,0.91
Gotland,2020-06-21,0.45,0.05,2.82
Blekinge,2020-06-21,0.42,0.13,1.17
Skåne,2020-06-22,0.29,0.22,0.39
Dalarna,2020-06-22,0.38,0.14,1.01
Västra Götaland,2020-06-22,0.39,0.29,0.52
Kronoberg,2020-06-22,0.27,0.07,0.84
Stockholm,2020-06-22,0.45,0.35,0.57
Norrbotten,2020-06-22,0.42,0.14,1.13
Västmanland,2020-06-22,0.51,0.21,1.11
Jönköping,2020-06-22,0.48,0.23,0.96
Kalmar,2020-06-22,0.29,0.08,0.95
Gävleborg,2020-06-22,0.45,0.19,1.01
Halland,2020-06-22,0.33,0.13,0.74
Östergötland,2020-06-22,0.46,0.22,0.89
Örebro,2020-06-22,0.42,0.16,1.01
Jämtland,2020-06-22,0.3,0.05,1.2
Uppsala,2020-06-22,0.37,0.18,0.72
Värmland,2020-06-22,0.39,0.15,0.94
Södermanland,2020-06-22,0.43,0.14,1.17
Västernorrland,2020-06-22,0.36,0.1,1.01
Västerbotten,2020-06-22,0.35,0.12,0.91
Gotland,2020-06-22,0.47,0.05,2.71
Blekinge,2020-06-22,0.39,0.11,1.13
Skåne,2020-06-23,0.28,0.21,0.37
Dalarna,2020-06-23,0.42,0.16,1.08
Västra Götaland,2020-06-23,0.38,0.28,0.51
Kronoberg,2020-06-23,0.25,0.06,0.83
Stockholm,2020-06-23,0.44,0.34,0.56
Norrbotten,2020-06-23,0.42,0.14,1.14
Västmanland,2020-06-23,0.45,0.18,1.05
Jönköping,2020-06-23,0.44,0.2,0.92
Kalmar,2020-06-23,0.26,0.06,0.93
Gävleborg,2020-06-23,0.41,0.16,0.95
Halland,2020-06-23,0.31,0.12,0.71
Östergötland,2020-06-23,0.47,0.23,0.91
Örebro,2020-06-23,0.44,0.17,1.04
Jämtland,2020-06-23,0.34,0.06,1.28
Uppsala,2020-06-23,0.39,0.19,0.75
Värmland,2020-06-23,0.34,0.12,0.87
Södermanland,2020-06-23,0.48,0.17,1.26
Västernorrland,2020-06-23,0.34,0.09,1
Västerbotten,2020-06-23,0.35,0.12,0.92
Gotland,2020-06-23,0.5,0.06,2.78
Blekinge,2020-06-23,0.35,0.09,1.07
Skåne,2020-06-24,0.27,0.2,0.36
Dalarna,2020-06-24,0.39,0.14,1.05
Västra Götaland,2020-06-24,0.36,0.26,0.49
Kronoberg,2020-06-24,0.26,0.06,0.85
Stockholm,2020-06-24,0.43,0.34,0.55
Norrbotten,2020-06-24,0.52,0.19,1.27
Västmanland,2020-06-24,0.42,0.17,0.98
Jönköping,2020-06-24,0.43,0.2,0.9
Kalmar,2020-06-24,0.29,0.07,0.97
Gävleborg,2020-06-24,0.44,0.18,0.99
Halland,2020-06-24,0.32,0.13,0.73
Östergötland,2020-06-24,0.46,0.22,0.9
Västernorrland,2020-06-24,0.34,0.1,0.99
Örebro,2020-06-24,0.43,0.16,1.06
Jämtland,2020-06-24,0.32,0.05,1.25
Uppsala,2020-06-24,0.34,0.16,0.69
Värmland,2020-06-24,0.32,0.11,0.86
Södermanland,2020-06-24,0.4,0.12,1.14
Västerbotten,2020-06-24,0.3,0.09,0.85
Gotland,2020-06-24,0.59,0.06,3
Blekinge,2020-06-24,0.36,0.1,1.09
Skåne,2020-06-25,0.26,0.19,0.35
Dalarna,2020-06-25,0.35,0.12,1
Västra Götaland,2020-06-25,0.35,0.26,0.48
Kronoberg,2020-06-25,0.23,0.05,0.83
Stockholm,2020-06-25,0.4,0.31,0.51
Norrbotten,2020-06-25,0.39,0.13,1.09
Västmanland,2020-06-25,0.34,0.12,0.89
Jönköping,2020-06-25,0.41,0.18,0.88
Kalmar,2020-06-25,0.32,0.07,1.04
Gävleborg,2020-06-25,0.4,0.15,0.93
Halland,2020-06-25,0.25,0.09,0.62
Östergötland,2020-06-25,0.43,0.2,0.86
Västernorrland,2020-06-25,0.37,0.1,1.03
Örebro,2020-06-25,0.42,0.15,1.06
Jämtland,2020-06-25,0.23,0.03,1.1
Uppsala,2020-06-25,0.34,0.15,0.7
Värmland,2020-06-25,0.3,0.1,0.83
Södermanland,2020-06-25,0.41,0.13,1.17
Västerbotten,2020-06-25,0.3,0.08,0.87
Gotland,2020-06-25,0.61,0.07,3.06
Blekinge,2020-06-25,0.28,0.06,0.97
Skåne,2020-06-26,0.26,0.19,0.35
Dalarna,2020-06-26,0.37,0.13,1.01
Västra Götaland,2020-06-26,0.34,0.24,0.46
Kronoberg,2020-06-26,0.25,0.06,0.85
Stockholm,2020-06-26,0.39,0.3,0.5
Norrbotten,2020-06-26,0.41,0.13,1.14
Västmanland,2020-06-26,0.33,0.12,0.89
Jönköping,2020-06-26,0.42,0.19,0.89
Kalmar,2020-06-26,0.34,0.08,1.06
Gävleborg,2020-06-26,0.37,0.14,0.89
Halland,2020-06-26,0.24,0.09,0.61
Östergötland,2020-06-26,0.43,0.2,0.85
Västernorrland,2020-06-26,0.37,0.1,1.04
Örebro,2020-06-26,0.4,0.14,1.04
Jämtland,2020-06-26,0.23,0.03,1.13
Uppsala,2020-06-26,0.32,0.14,0.68
Södermanland,2020-06-26,0.38,0.11,1.11
Värmland,2020-06-26,0.3,0.1,0.82
Västerbotten,2020-06-26,0.28,0.07,0.84
Gotland,2020-06-26,0.52,0.04,3.01
Blekinge,2020-06-26,0.25,0.04,0.94
Skåne,2020-06-27,0.24,0.18,0.33
Dalarna,2020-06-27,0.38,0.13,1.03
Västra Götaland,2020-06-27,0.31,0.22,0.43
Stockholm,2020-06-27,0.37,0.28,0.48
Norrbotten,2020-06-27,0.52,0.18,1.32
Västmanland,2020-06-27,0.31,0.1,0.85
Jönköping,2020-06-27,0.41,0.18,0.89
Kalmar,2020-06-27,0.38,0.1,1.12
Gävleborg,2020-06-27,0.3,0.1,0.79
Halland,2020-06-27,0.24,0.09,0.61
Östergötland,2020-06-27,0.42,0.19,0.85
Västernorrland,2020-06-27,0.38,0.11,1.05
Örebro,2020-06-27,0.4,0.14,1.05
Jämtland,2020-06-27,0.25,0.04,1.15
Uppsala,2020-06-27,0.31,0.13,0.67
Södermanland,2020-06-27,0.37,0.12,1.1
Värmland,2020-06-27,0.28,0.09,0.81
Kronoberg,2020-06-27,0.24,0.05,0.85
Västerbotten,2020-06-27,0.29,0.08,0.85
Gotland,2020-06-27,0.51,0.03,3.07
Blekinge,2020-06-27,0.28,0.05,1
Skåne,2020-06-28,0.24,0.17,0.33
Dalarna,2020-06-28,0.36,0.12,1.01
Västra Götaland,2020-06-28,0.31,0.22,0.44
Stockholm,2020-06-28,0.36,0.27,0.46
Norrbotten,2020-06-28,0.47,0.16,1.23
Västmanland,2020-06-28,0.31,0.1,0.86
Jönköping,2020-06-28,0.34,0.13,0.79
Gävleborg,2020-06-28,0.33,0.11,0.86
Halland,2020-06-28,0.28,0.11,0.66
Östergötland,2020-06-28,0.42,0.19,0.85
Västernorrland,2020-06-28,0.36,0.1,1.04
Örebro,2020-06-28,0.37,0.12,1
Kalmar,2020-06-28,0.37,0.1,1.1
Jämtland,2020-06-28,0.22,0.03,1.11
Uppsala,2020-06-28,0.31,0.13,0.66
Södermanland,2020-06-28,0.36,0.12,1.07
Värmland,2020-06-28,0.27,0.08,0.8
Kronoberg,2020-06-28,0.22,0.04,0.82
Västerbotten,2020-06-28,0.31,0.09,0.9
Gotland,2020-06-28,0.4,0.01,2.95
Blekinge,2020-06-28,0.23,0.04,0.92
Skåne,2020-06-29,0.23,0.17,0.32
Dalarna,2020-06-29,0.37,0.12,1.03
Västra Götaland,2020-06-29,0.31,0.22,0.43
Stockholm,2020-06-29,0.36,0.28,0.47
Norrbotten,2020-06-29,0.48,0.16,1.27
Västmanland,2020-06-29,0.35,0.12,0.94
Jönköping,2020-06-29,0.32,0.13,0.77
Gävleborg,2020-06-29,0.42,0.17,0.99
Östergötland,2020-06-29,0.46,0.21,0.9
Halland,2020-06-29,0.28,0.11,0.67
Västernorrland,2020-06-29,0.35,0.1,1.02
Örebro,2020-06-29,0.37,0.12,0.99
Kalmar,2020-06-29,0.34,0.08,1.09
Jämtland,2020-06-29,0.24,0.04,1.15
Uppsala,2020-06-29,0.29,0.12,0.64
Södermanland,2020-06-29,0.4,0.13,1.13
Värmland,2020-06-29,0.28,0.08,0.81
Kronoberg,2020-06-29,0.18,0.03,0.76
Västerbotten,2020-06-29,0.33,0.09,0.92
Gotland,2020-06-29,0.43,0.01,3.05
Blekinge,2020-06-29,0.21,0.03,0.92
Skåne,2020-06-30,0.25,0.18,0.34
Dalarna,2020-06-30,0.42,0.14,1.1
Västra Götaland,2020-06-30,0.32,0.23,0.44
Kronoberg,2020-06-30,0.24,0.05,0.85
Stockholm,2020-06-30,0.37,0.28,0.48
Norrbotten,2020-06-30,0.48,0.16,1.28
Västmanland,2020-06-30,0.36,0.13,0.94
Jönköping,2020-06-30,0.37,0.15,0.83
Östergötland,2020-06-30,0.42,0.19,0.86
Halland,2020-06-30,0.33,0.14,0.73
Gävleborg,2020-06-30,0.41,0.16,0.98
Västernorrland,2020-06-30,0.34,0.1,1
Örebro,2020-06-30,0.37,0.11,1.02
Kalmar,2020-06-30,0.38,0.1,1.13
Jämtland,2020-06-30,0.38,0.07,1.39
Uppsala,2020-06-30,0.3,0.13,0.65
Södermanland,2020-06-30,0.37,0.11,1.12
Värmland,2020-06-30,0.26,0.08,0.77
Västerbotten,2020-06-30,0.29,0.07,0.88
Gotland,2020-06-30,0.5,0.02,3.19
Blekinge,2020-06-30,0.22,0.04,0.96
Skåne,2020-07-01,0.25,0.18,0.34
Dalarna,2020-07-01,0.43,0.16,1.11
Västra Götaland,2020-07-01,0.32,0.23,0.45
Kronoberg,2020-07-01,0.26,0.06,0.87
Stockholm,2020-07-01,0.38,0.29,0.5
Norrbotten,2020-07-01,0.44,0.14,1.24
Västmanland,2020-07-01,0.43,0.17,1.03
Jönköping,2020-07-01,0.38,0.15,0.85
Gävleborg,2020-07-01,0.44,0.18,1.02
Östergötland,2020-07-01,0.44,0.2,0.88
Halland,2020-07-01,0.38,0.16,0.81
Västernorrland,2020-07-01,0.33,0.09,0.99
Örebro,2020-07-01,0.32,0.09,0.94
Kalmar,2020-07-01,0.37,0.1,1.1
Jämtland,2020-07-01,0.39,0.07,1.39
Uppsala,2020-07-01,0.38,0.18,0.75
Södermanland,2020-07-01,0.39,0.12,1.15
Värmland,2020-07-01,0.25,0.07,0.78
Västerbotten,2020-07-01,0.33,0.1,0.94
Gotland,2020-07-01,0.28,0.01,2.87
Blekinge,2020-07-01,0.21,0.04,0.94
Skåne,2020-07-02,0.25,0.19,0.35
Dalarna,2020-07-02,0.45,0.18,1.11
Kronoberg,2020-07-02,0.25,0.06,0.84
Stockholm,2020-07-02,0.38,0.3,0.5
Norrbotten,2020-07-02,0.39,0.12,1.15
Västmanland,2020-07-02,0.41,0.15,1.02
Jönköping,2020-07-02,0.38,0.16,0.84
Gävleborg,2020-07-02,0.44,0.19,1.03
Västra Götaland,2020-07-02,0.32,0.23,0.45
Östergötland,2020-07-02,0.44,0.2,0.89
Halland,2020-07-02,0.4,0.17,0.84
Västernorrland,2020-07-02,0.36,0.1,1.05
Örebro,2020-07-02,0.29,0.07,0.88
Kalmar,2020-07-02,0.29,0.06,0.99
Jämtland,2020-07-02,0.42,0.09,1.43
Uppsala,2020-07-02,0.34,0.16,0.7
Södermanland,2020-07-02,0.41,0.14,1.17
Värmland,2020-07-02,0.26,0.07,0.8
Västerbotten,2020-07-02,0.36,0.12,0.97
Gotland,2020-07-02,0.24,0.01,2.88
Blekinge,2020-07-02,0.21,0.03,1.01
Skåne,2020-07-03,0.26,0.19,0.35
Dalarna,2020-07-03,0.42,0.16,1.07
Kronoberg,2020-07-03,0.25,0.05,0.84
Stockholm,2020-07-03,0.38,0.3,0.5
